Order_ID,Restaurant_Name,Location,Order_Date,Order_Time,Deliver_status,Delivery_Duration,Pizza_Size,Pizza_Type,Distance,Traffic_Level,Payment_Method,Is_Peak_Hour,Is_Weekend,Order_Month,Estimated_Duration ,Delay,Delayed_status
ORD370,Pizza Hut,"Boston, MA",28-10-2024,19:45:00,Slow,40,XL,Cheese Burst,7.5,High,Hut Points,1,0,October,18,22,Delayed
ORD371,Little Caesars,"Dallas, TX",29-10-2024,18:00:00,Average,30,M,Non-Veg,4,Medium,Card,1,0,October,9.6,20.4,Delayed
ORD372,Marco's Pizza,"Seattle, WA",30-10-2024,20:15:00,Slow,45,L,Veg,9,High,Wallet,1,0,October,21.6,23.4,Delayed
ORD373,Domino's,"San Jose, CA",31-10-2024,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,October,7.2,12.8,On Time
ORD374,Papa John's,"Austin, TX",01-11-2024,19:15:00,Average,30,L,Non-Veg,6,Medium,Cash,1,0,November,14.4,15.6,On Time
ORD375,Pizza Hut,"San Diego, CA",02-11-2024,20:30:00,Slow,40,XL,Cheese Burst,8,High,Hut Points,1,1,November,19.2,20.8,Delayed
ORD376,Little Caesars,"Jacksonville, FL",03-11-2024,18:45:00,Fast,20,S,Vegan,2.5,Low,Wallet,1,1,November,6,14,On Time
ORD377,Marco's Pizza,"Fort Worth, TX",04-11-2024,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,November,24,26,Delayed
ORD378,Domino's,"Columbus, OH",05-11-2024,20:00:00,Average,35,M,Veg,5.5,Medium,Wallet,1,0,November,13.2,21.8,Delayed
ORD379,Papa John's,"Charlotte, NC",06-11-2024,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,November,4.8,15.2,On Time
ORD380,Pizza Hut,"Indianapolis, IN",07-11-2024,19:45:00,Slow,40,XL,Cheese Burst,7.5,High,Hut Points,1,0,November,18,22,Delayed
ORD381,Little Caesars,"San Francisco, CA",08-11-2024,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,0,November,9.6,20.4,Delayed
ORD382,Marco's Pizza,"Charlotte, NC",09-11-2024,20:15:00,Slow,45,L,Veg,9,High,Cash,1,1,November,21.6,23.4,Delayed
ORD383,Domino's,"Detroit, MI",10-11-2024,18:00:00,Fast,20,M,Veg,3,Low,Card,1,1,November,7.2,12.8,On Time
ORD384,Papa John's,"El Paso, TX",11-11-2024,19:15:00,Average,30,L,Non-Veg,6,Medium,Wallet,1,0,November,14.4,15.6,On Time
ORD385,Pizza Hut,"Memphis, TN",12-11-2024,20:30:00,Slow,40,XL,Cheese Burst,8,High,Hut Points,1,0,November,19.2,20.8,Delayed
ORD386,Little Caesars,"Baltimore, MD",13-11-2024,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,November,6,14,On Time
ORD387,Marco's Pizza,"Boston, MA",14-11-2024,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,November,24,26,Delayed
ORD388,Domino's,"New York, NY",15-11-2024,18:00:00,Fast,20,M,Veg,3,Low,Domino's Cash,1,0,November,7.2,12.8,On Time
ORD389,Domino's,"Miami, FL",16-11-2024,20:00:00,Fast,20,M,Veg,3,Low,Card,1,1,November,7.2,12.8,On Time
ORD390,Papa John's,"Chicago, IL",17-11-2024,19:15:00,Average,30,L,Non-Veg,6,Medium,UPI,1,1,November,14.4,15.6,On Time
ORD391,Pizza Hut,"Los Angeles, CA",18-11-2024,20:30:00,Slow,40,XL,Cheese Burst,8,High,Hut Points,1,0,November,19.2,20.8,Delayed
ORD392,Little Caesars,"Houston, TX",19-11-2024,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,November,6,14,On Time
ORD393,Marco's Pizza,"Phoenix, AZ",20-11-2024,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,November,24,26,Delayed
ORD394,Domino's,"Miami, FL",21-11-2024,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,0,November,13.2,21.8,Delayed
ORD395,Papa John's,"Denver, CO",22-11-2024,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,November,4.8,15.2,On Time
ORD396,Pizza Hut,"Boston, MA",23-11-2024,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Hut Points,1,1,November,18,22,Delayed
ORD397,Little Caesars,"Dallas, TX",24-11-2024,18:00:00,Average,30,M,Non-Veg,4,Medium,Card,1,1,November,9.6,20.4,Delayed
ORD398,Marco's Pizza,"Seattle, WA",25-11-2024,20:15:00,Slow,45,L,Veg,9,High,Wallet,1,0,November,21.6,23.4,Delayed
ORD399,Domino's,"San Jose, CA",26-11-2024,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,November,7.2,12.8,On Time
ORD400,Papa John's,"Austin, TX",27-11-2024,19:15:00,Average,30,L,Non-Veg,6,Medium,Cash,1,0,November,14.4,15.6,On Time
ORD401,Pizza Hut,"San Diego, CA",28-11-2024,20:30:00,Slow,40,XL,Cheese Burst,8,High,Hut Points,1,0,November,19.2,20.8,Delayed
ORD402,Little Caesars,"Jacksonville, FL",29-11-2024,18:45:00,Fast,20,S,Vegan,2.5,Low,Wallet,1,0,November,6,14,On Time
ORD403,Marco's Pizza,"Fort Worth, TX",30-11-2024,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,1,November,24,26,Delayed
ORD404,Domino's,"Columbus, OH",01-12-2024,20:00:00,Average,35,M,Veg,5.5,Medium,Wallet,1,1,December,13.2,21.8,Delayed
ORD405,Papa John's,"Charlotte, NC",02-12-2024,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,December,4.8,15.2,On Time
ORD406,Pizza Hut,"Indianapolis, IN",03-12-2024,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Hut Points,1,0,December,18,22,Delayed
ORD407,Little Caesars,"San Francisco, CA",04-12-2024,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,0,December,9.6,20.4,Delayed
ORD408,Marco's Pizza,"Charlotte, NC",05-12-2024,20:15:00,Slow,45,L,Veg,9,High,Cash,1,0,December,21.6,23.4,Delayed
ORD409,Domino's,"Detroit, MI",06-12-2024,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,December,7.2,12.8,On Time
ORD410,Papa John's,"El Paso, TX",07-12-2024,19:15:00,Average,30,L,Non-Veg,6,Medium,Wallet,1,1,December,14.4,15.6,On Time
ORD411,Pizza Hut,"Memphis, TN",08-12-2024,20:30:00,Slow,40,XL,Cheese Burst,8,High,Hut Points,1,1,December,19.2,20.8,Delayed
ORD412,Little Caesars,"Baltimore, MD",09-12-2024,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,December,6,14,On Time
ORD413,Marco's Pizza,"Boston, MA",10-12-2024,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,December,24,26,Delayed
ORD414,Domino's,"New York, NY",11-12-2024,18:00:00,Fast,20,M,Veg,3,Low,Domino's Cash,1,0,December,7.2,12.8,On Time
ORD415,Domino's,"Miami, FL",12-12-2024,20:00:00,Fast,20,M,Thin Crust,3,Low,Card,1,0,December,7.2,12.8,On Time
ORD416,Papa John's,"Chicago, IL",13-12-2024,19:15:00,Average,30,L,Deep Dish,6,Medium,UPI,1,0,December,14.4,15.6,On Time
ORD417,Pizza Hut,"Los Angeles, CA",14-12-2024,20:30:00,Slow,40,XL,Cheese Burst,8,High,Hut Points,1,1,December,19.2,20.8,Delayed
ORD418,Little Caesars,"Houston, TX",15-12-2024,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,1,December,6,14,On Time
ORD419,Marco's Pizza,"Phoenix, AZ",16-12-2024,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,December,24,26,Delayed
ORD420,Domino's,"Miami, FL",17-12-2024,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,0,December,13.2,21.8,Delayed
ORD421,Papa John's,"Denver, CO",18-12-2024,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,December,4.8,15.2,On Time
ORD422,Pizza Hut,"Boston, MA",19-12-2024,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Card,1,0,December,18,22,Delayed
ORD423,Little Caesars,"Dallas, TX",20-12-2024,18:00:00,Average,30,M,Non-Veg,4,Medium,Card,1,0,December,9.6,20.4,Delayed
ORD424,Marco's Pizza,"Seattle, WA",21-12-2024,20:15:00,Slow,45,L,Veg,9,High,Wallet,1,1,December,21.6,23.4,Delayed
ORD425,Domino's,"Miami, FL",12-12-2024,20:00:00,Fast,20,M,Thin Crust,3,Low,Card,1,0,December,7.2,12.8,On Time
ORD426,Papa John's,"Chicago, IL",13-12-2024,19:15:00,Average,30,L,Deep Dish,6,Medium,UPI,1,0,December,14.4,15.6,On Time
ORD427,Pizza Hut,"Los Angeles, CA",14-12-2024,20:30:00,Slow,40,XL,Cheese Burst,8,High,Hut Points,1,1,December,19.2,20.8,Delayed
ORD428,Little Caesars,"Houston, TX",15-12-2024,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,1,December,6,14,On Time
ORD429,Marco's Pizza,"Phoenix, AZ",16-12-2024,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,December,24,26,Delayed
ORD430,Domino's,"Miami, FL",17-12-2024,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,0,December,13.2,21.8,Delayed
ORD431,Papa John's,"Denver, CO",18-12-2024,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,December,4.8,15.2,On Time
ORD432,Pizza Hut,"Boston, MA",19-12-2024,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Card,1,0,December,18,22,Delayed
ORD433,Little Caesars,"Dallas, TX",20-12-2024,18:00:00,Average,30,M,Non-Veg,4,Medium,Card,1,0,December,9.6,20.4,Delayed
ORD434,Marco's Pizza,"Seattle, WA",21-12-2024,20:15:00,Slow,45,L,Veg,9,High,Wallet,1,1,December,21.6,23.4,Delayed
ORD435,Domino's,"San Jose, CA",22-12-2024,18:00:00,Fast,20,M,Veg,3,Low,Card,1,1,December,7.2,12.8,On Time
ORD436,Papa John's,"Austin, TX",23-12-2024,19:15:00,Average,30,L,Non-Veg,6,Medium,Cash,1,0,December,14.4,15.6,On Time
ORD437,Pizza Hut,"San Diego, CA",24-12-2024,20:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,0,December,19.2,20.8,Delayed
ORD438,Little Caesars,"Jacksonville, FL",25-12-2024,18:45:00,Fast,20,S,Vegan,2.5,Low,Wallet,1,0,December,6,14,On Time
ORD439,Marco's Pizza,"Fort Worth, TX",26-12-2024,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,December,24,26,Delayed
ORD440,Domino's,"Columbus, OH",27-12-2024,20:00:00,Average,35,M,Veg,5.5,Medium,Wallet,1,0,December,13.2,21.8,Delayed
ORD441,Papa John's,"Charlotte, NC",28-12-2024,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,1,December,4.8,15.2,On Time
ORD442,Pizza Hut,"Indianapolis, IN",29-12-2024,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Card,1,1,December,18,22,Delayed
ORD443,Little Caesars,"San Francisco, CA",30-12-2024,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,0,December,9.6,20.4,Delayed
ORD444,Marco's Pizza,"Charlotte, NC",31-12-2024,20:15:00,Slow,45,L,Veg,9,High,Cash,1,0,December,21.6,23.4,Delayed
ORD445,Domino's,"Detroit, MI",01-01-2025,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,January,7.2,12.8,On Time
ORD446,Papa John's,"El Paso, TX",02-01-2025,19:15:00,Average,30,L,Non-Veg,6,Medium,Wallet,1,0,January,14.4,15.6,On Time
ORD447,Pizza Hut,"Memphis, TN",03-01-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,0,January,19.2,20.8,Delayed
ORD448,Little Caesars,"Baltimore, MD",04-01-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,1,January,6,14,On Time
ORD449,Marco's Pizza,"Boston, MA",05-01-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,1,January,24,26,Delayed
ORD450,Domino's,"New York, NY",06-01-2025,18:00:00,Fast,20,M,Veg,3,Low,Domino's Cash,1,0,January,7.2,12.8,On Time
ORD451,Papa John's,"Chicago, IL",07-01-2025,19:15:00,Average,30,L,Deep Dish,6,Medium,UPI,1,0,January,14.4,15.6,On Time
ORD452,Pizza Hut,"Los Angeles, CA",08-01-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,0,January,19.2,20.8,Delayed
ORD453,Little Caesars,"Houston, TX",09-01-2025,18:00:00,Average,30,M,Thai Chicken,5,Medium,Card,1,0,January,12,18,On Time
ORD454,Marco's Pizza,"Atlanta, GA",10-01-2025,19:15:00,Average,35,L,Sicilian,6.5,High,UPI,1,0,January,15.6,19.4,On Time
ORD455,Domino's,"Orlando, FL",11-01-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Wallet,1,1,January,19.2,20.8,Delayed
ORD456,Papa John's,"Austin, TX",12-01-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,1,January,6,14,On Time
ORD457,Pizza Hut,"Seattle, WA",13-01-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,January,24,26,Delayed
ORD458,Domino's,"Miami, FL",14-01-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Domino's Cash,1,0,January,13.2,21.8,Delayed
ORD459,Papa John's,"Denver, CO",15-01-2025,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,January,4.8,15.2,On Time
ORD460,Pizza Hut,"Boston, MA",16-01-2025,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Card,1,0,January,18,22,Delayed
ORD461,Domino's,"New York, NY",17-01-2025,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,January,7.2,12.8,On Time
ORD462,Papa John's,"Chicago, IL",18-01-2025,19:15:00,Average,30,L,Deep Dish,6,Medium,UPI,1,1,January,14.4,15.6,On Time
ORD463,Little Caesars,"Los Angeles, CA",19-01-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Wallet,1,1,January,19.2,20.8,Delayed
ORD464,Marco's Pizza,"Houston, TX",20-01-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,January,6,14,On Time
ORD465,Domino's,"Phoenix, AZ",21-01-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,January,24,26,Delayed
ORD466,Papa John's,"Philadelphia, PA",22-01-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,0,January,13.2,21.8,Delayed
ORD467,Pizza Hut,"San Antonio, TX",23-01-2025,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,January,4.8,15.2,On Time
ORD468,Little Caesars,"San Diego, CA",24-01-2025,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Card,1,0,January,18,22,Delayed
ORD469,Marco's Pizza,"Dallas, TX",25-01-2025,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,1,January,9.6,20.4,Delayed
ORD470,Domino's,"San Jose, CA",26-01-2025,20:15:00,Slow,45,L,Veg,9,High,Cash,1,1,January,21.6,23.4,Delayed
ORD471,Papa John's,"Austin, TX",27-01-2025,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,January,7.2,12.8,On Time
ORD472,Pizza Hut,"Jacksonville, FL",28-01-2025,19:15:00,Average,30,L,Non-Veg,6,Medium,Wallet,1,0,January,14.4,15.6,On Time
ORD473,Little Caesars,"Fort Worth, TX",29-01-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,0,January,19.2,20.8,Delayed
ORD474,Marco's Pizza,"Columbus, OH",30-01-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,January,6,14,On Time
ORD475,Domino's,"Charlotte, NC",31-01-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,January,24,26,Delayed
ORD476,Papa John's,"San Francisco, CA",01-02-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,1,February,13.2,21.8,Delayed
ORD477,Pizza Hut,"Indianapolis, IN",02-02-2025,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,1,February,4.8,15.2,On Time
ORD478,Little Caesars,"Seattle, WA",03-02-2025,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Card,1,0,February,18,22,Delayed
ORD479,Marco's Pizza,"Denver, CO",04-02-2025,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,0,February,9.6,20.4,Delayed
ORD480,Domino's,"Washington, DC",05-02-2025,20:15:00,Slow,45,L,Veg,9,High,Cash,1,0,February,21.6,23.4,Delayed
ORD481,Papa John's,"Boston, MA",06-02-2025,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,February,7.2,12.8,On Time
ORD482,Pizza Hut,"Nashville, TN",07-02-2025,19:15:00,Average,30,L,Non-Veg,6,Medium,Wallet,1,0,February,14.4,15.6,On Time
ORD483,Little Caesars,"Baltimore, MD",08-02-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,1,February,19.2,20.8,Delayed
ORD484,Marco's Pizza,"Louisville, KY",09-02-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,1,February,6,14,On Time
ORD485,Domino's,"Milwaukee, WI",10-02-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,February,24,26,Delayed
ORD486,Papa John's,"Albuquerque, NM",11-02-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,0,February,13.2,21.8,Delayed
ORD487,Pizza Hut,"Tucson, AZ",12-02-2025,18:30:00,Fast,20,S,Vegan,2,Low,Wallet,1,0,February,4.8,15.2,On Time
ORD488,Little Caesars,"Fresno, CA",13-02-2025,19:45:00,Slow,40,XL,Cheese Burst,7.5,High,Card,1,0,February,18,22,Delayed
ORD489,Marco's Pizza,"Sacramento, CA",14-02-2025,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,February,7.2,12.8,On Time
ORD490,Domino's,"Kansas City, MO",15-02-2025,19:15:00,Average,30,L,Deep Dish,6,Medium,UPI,1,1,February,14.4,15.6,On Time
ORD491,Papa John's,"Long Beach, CA",16-02-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Wallet,1,1,February,19.2,20.8,Delayed
ORD492,Pizza Hut,"Mesa, AZ",17-02-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,February,6,14,On Time
ORD493,Domino's,"Atlanta, GA",18-02-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,February,24,26,Delayed
ORD494,Papa John's,"Omaha, NE",19-02-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,0,February,13.2,21.8,Delayed
ORD495,Pizza Hut,"Raleigh, NC",20-02-2025,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,February,4.8,15.2,On Time
ORD496,Little Caesars,"Miami, FL",21-02-2025,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Card,1,0,February,18,22,Delayed
ORD497,Marco's Pizza,"Tulsa, OK",22-02-2025,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,1,February,9.6,20.4,Delayed
ORD498,Domino's,"Minneapolis, MN",23-02-2025,20:15:00,Slow,45,L,Veg,9,High,Cash,1,1,February,21.6,23.4,Delayed
ORD499,Papa John's,"Arlington, TX",24-02-2025,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,February,7.2,12.8,On Time
ORD500,Pizza Hut,"New Orleans, LA",25-02-2025,19:15:00,Average,30,L,Non-Veg,6,Medium,Wallet,1,0,February,14.4,15.6,On Time
ORD501,Little Caesars,"Wichita, KS",26-02-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,0,February,19.2,20.8,Delayed
ORD502,Marco's Pizza,"Cleveland, OH",27-02-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,February,6,14,On Time
ORD503,Domino's,"Tampa, FL",28-02-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Domino's Cash,1,0,February,24,26,Delayed
ORD504,Papa John's,"Bakersfield, CA",01-03-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,1,March,13.2,21.8,Delayed
ORD505,Pizza Hut,"Aurora, CO",02-03-2025,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,1,March,4.8,15.2,On Time
ORD506,Little Caesars,"Anaheim, CA",03-03-2025,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Card,1,0,March,18,22,Delayed
ORD507,Marco's Pizza,"Honolulu, HI",04-03-2025,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,0,March,9.6,20.4,Delayed
ORD508,Domino's,"Lexington, KY",05-03-2025,20:15:00,Slow,45,L,Veg,9,High,Cash,1,0,March,21.6,23.4,Delayed
ORD509,Papa John's,"Stockton, CA",06-03-2025,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,March,7.2,12.8,On Time
ORD510,Pizza Hut,"Corpus Christi, TX",07-03-2025,19:15:00,Average,30,L,Non-Veg,6,Medium,Wallet,1,0,March,14.4,15.6,On Time
ORD511,Little Caesars,"Henderson, NV",08-03-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,1,March,19.2,20.8,Delayed
ORD512,Marco's Pizza,"Riverside, CA",09-03-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,1,March,6,14,On Time
ORD513,Domino's,"Newark, NJ",10-03-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,March,24,26,Delayed
ORD514,Papa John's,"St. Paul, MN",11-03-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,0,March,13.2,21.8,Delayed
ORD515,Pizza Hut,"Plano, TX",12-03-2025,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,March,4.8,15.2,On Time
ORD516,Little Caesars,"Lincoln, NE",13-03-2025,19:45:00,Slow,40,XL,Cheese Burst,7.5,High,Card,1,0,March,18,22,Delayed
ORD517,Marco's Pizza,"Boise, ID",14-03-2025,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,March,7.2,12.8,On Time
ORD518,Domino's,"Reno, NV",15-03-2025,19:15:00,Average,30,L,Deep Dish,6,Medium,UPI,1,1,March,14.4,15.6,On Time
ORD519,Papa John's,"Scottsdale, AZ",16-03-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Wallet,1,1,March,19.2,20.8,Delayed
ORD520,Pizza Hut,"Irving, TX",17-03-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,March,6,14,On Time
ORD521,Domino's,"Orlando, FL",18-03-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,March,24,26,Delayed
ORD522,Papa John's,"Madison, WI",19-03-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,0,March,13.2,21.8,Delayed
ORD523,Pizza Hut,"Lubbock, TX",20-03-2025,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,March,4.8,15.2,On Time
ORD524,Little Caesars,"Chandler, AZ",21-03-2025,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Card,1,0,March,18,22,Delayed
ORD525,Marco's Pizza,"Garland, TX",22-03-2025,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,1,March,9.6,20.4,Delayed
ORD526,Domino's,"Glendale, AZ",23-03-2025,20:15:00,Slow,45,L,Veg,9,High,Cash,1,1,March,21.6,23.4,Delayed
ORD527,Papa John's,"Akron, OH",24-03-2025,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,March,7.2,12.8,On Time
ORD528,Pizza Hut,"Baton Rouge, LA",25-03-2025,19:15:00,Average,30,L,Non-Veg,6,Medium,Wallet,1,0,March,14.4,15.6,On Time
ORD529,Little Caesars,"Durham, NC",26-03-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,0,March,19.2,20.8,Delayed
ORD530,Marco's Pizza,"Chula Vista, CA",27-03-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,March,6,14,On Time
ORD531,Domino's,"Fort Wayne, IN",28-03-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Domino's Cash,1,0,March,24,26,Delayed
ORD532,Papa John's,"St. Petersburg, FL",29-03-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,1,March,13.2,21.8,Delayed
ORD533,Pizza Hut,"Jersey City, NJ",30-03-2025,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,1,March,4.8,15.2,On Time
ORD534,Little Caesars,"St. Louis, MO",31-03-2025,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Card,1,0,March,18,22,Delayed
ORD535,Marco's Pizza,"Norfolk, VA",01-04-2025,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,0,April,9.6,20.4,Delayed
ORD536,Domino's,"Laredo, TX",02-04-2025,20:15:00,Slow,45,L,Veg,9,High,Cash,1,0,April,21.6,23.4,Delayed
ORD537,Papa John's,"Chandler, AZ",03-04-2025,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,April,7.2,12.8,On Time
ORD538,Pizza Hut,"Lubbock, TX",04-04-2025,19:15:00,Average,30,L,Non-Veg,6,Medium,Wallet,1,0,April,14.4,15.6,On Time
ORD539,Little Caesars,"Garland, TX",05-04-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,1,April,19.2,20.8,Delayed
ORD540,Marco's Pizza,"Glendale, AZ",06-04-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,1,April,6,14,On Time
ORD541,Domino's,"Akron, OH",07-04-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,April,24,26,Delayed
ORD542,Papa John's,"Baton Rouge, LA",08-04-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,0,April,13.2,21.8,Delayed
ORD543,Pizza Hut,"Durham, NC",09-04-2025,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,April,4.8,15.2,On Time
ORD544,Domino's,"Austin, TX",10-04-2025,19:00:00,Slow,45,L,Thai Chicken,7,Medium,Card,1,0,April,16.8,28.2,Delayed
ORD545,Papa John's,"Denver, CO",11-04-2025,20:15:00,Slow,40,M,Sicilian,6.5,High,Wallet,1,0,April,15.6,24.4,Delayed
ORD546,Pizza Hut,"Miami, FL",12-04-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,1,April,6,14,On Time
ORD547,Little Caesars,"Seattle, WA",13-04-2025,19:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,1,April,19.2,20.8,Delayed
ORD548,Marco's Pizza,"Portland, OR",14-04-2025,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,0,April,9.6,20.4,Delayed
ORD549,Domino's,"Chicago, IL",15-04-2025,20:15:00,Slow,45,L,Veg,9,High,Cash,1,0,April,21.6,23.4,Delayed
ORD550,Papa John's,"Boston, MA",16-04-2025,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,April,7.2,12.8,On Time
ORD551,Pizza Hut,"Atlanta, GA",17-04-2025,19:15:00,Average,30,L,Non-Veg,6,Medium,Wallet,1,0,April,14.4,15.6,On Time
ORD552,Little Caesars,"Phoenix, AZ",18-04-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,0,April,19.2,20.8,Delayed
